% Model,FBAR_Sc30AlN200nm_Mo100nm_2p5to7p5GHz_16jul25_S.mph
% Versjon,COMSOL 6.1.0.346
% Date,"Jul 28 2025, 11:49"
% Table,Table 2 - Z parameter
% freq (Hz),"w_edge=0.20649, t_edge=1.0898, t_ScAlN=0.25398, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.23616, t_edge=1.9328, t_ScAlN=0.46646, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31752, t_edge=1.7884, t_ScAlN=0.29408, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.42666, t_edge=2.3908, t_ScAlN=0.32704, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.26543, t_edge=2.763, t_ScAlN=0.47372, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=0.82689, t_ScAlN=0.31882, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.37007, t_edge=0.05, t_ScAlN=0.25835, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22838, t_edge=0.58157, t_ScAlN=0.46352, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.65045, t_edge=0.84315, t_ScAlN=0.35532, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.26902, t_edge=2.0441, t_ScAlN=0.41348, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.20294, t_edge=1.6227, t_ScAlN=0.3561, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.39019, t_edge=1.3336, t_ScAlN=0.36057, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.40822, t_edge=1.6571, t_ScAlN=0.4289, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.27578, t_edge=2.5882, t_ScAlN=0.5, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.36899, t_edge=1.7976, t_ScAlN=0.49887, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.39381, t_edge=1.9257, t_ScAlN=0.36216, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.30808, t_edge=2.191, t_ScAlN=0.2516, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.28913, t_edge=2.6501, t_ScAlN=0.34745, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.3386, t_edge=1.2992, t_ScAlN=0.3167, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21356, t_edge=1.4986, t_ScAlN=0.46069, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31262, t_edge=0.83409, t_ScAlN=0.38602, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.48795, t_edge=1.6227, t_ScAlN=0.37064, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.4971, t_ScAlN=0.23957, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31673, t_edge=2.865, t_ScAlN=0.42538, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.20473, t_edge=2.5336, t_ScAlN=0.37291, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.3205, t_edge=2.6406, t_ScAlN=0.22561, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.29293, t_edge=2.2195, t_ScAlN=0.29662, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.25855, t_edge=2.0975, t_ScAlN=0.4745, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.25203, t_edge=1.1568, t_ScAlN=0.462, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.53724, t_edge=0.65587, t_ScAlN=0.38301, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22719, t_edge=2.5309, t_ScAlN=0.41866, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31515, t_edge=0.91567, t_ScAlN=0.48898, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.30914, t_edge=2.5161, t_ScAlN=0.23356, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.24037, t_edge=1.8335, t_ScAlN=0.21739, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21434, t_edge=2.1398, t_ScAlN=0.5, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.35318, t_edge=0.6518, t_ScAlN=0.3702, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31872, t_edge=2.9903, t_ScAlN=0.32693, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.28416, t_edge=3, t_ScAlN=0.21663, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.3659, t_ScAlN=0.29735, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.31554, t_edge=2.5987, t_ScAlN=0.30806, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.49033, t_edge=1.3649, t_ScAlN=0.3893, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.2, t_edge=2.0516, t_ScAlN=0.43216, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.33297, t_edge=2.063, t_ScAlN=0.20177, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.29453, t_edge=2.6365, t_ScAlN=0.24287, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.294, t_edge=1.6162, t_ScAlN=0.30533, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.21267, t_edge=1.3257, t_ScAlN=0.36637, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22613, t_edge=1.463, t_ScAlN=0.29226, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.22987, t_edge=1.5334, t_ScAlN=0.28508, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.24024, t_edge=0.61666, t_ScAlN=0.49871, es.zref*(1+es.S11)/(1-es.S11) (Ω)","w_edge=0.35605, t_edge=2.2898, t_ScAlN=0.4385, es.zref*(1+es.S11)/(1-es.S11) (Ω)"
2.6672240802675586E9,7.344479908845191-794.0954186826677j,21.49266649419894-1395.9908641076065j,50.47412305105312-867.6973569981092j,320.9609517994604-1325.6028280887404j,133.6621438038656-1504.251932623426j,9.87627282485833-990.8618463784528j,39.316905946229625-767.0336076687103j,17.233261046275658-1402.7138796405495j,10.491776252761628-1099.5926197735484j,24.584519819475435-1248.2596150381914j,19.123348675825614-1073.0109661751803j,33.65281615608385-991.4730151552001j,15.627066785522347-1352.2038439326584j,87.73859929343506-1581.1906215279428j,28.638079441027134-1504.7836777520927j,11.348318376351184-1123.2202373966911j,10.991382456839556-776.238347043407j,15.48406576021918-1117.7466816517676j,18.526769888184674-949.6344774834672j,36.00970908289207-1379.0948566391598j,33.172248020923035-1172.5370614018493j,16.559494744437014-1198.0053369394686j,12.010865121257753-776.4756567568372j,15.949803754488432-1300.9556830415136j,31.835954835006756-1038.4563091305174j,6.417322965493033-681.8140945194721j,10.356942868597251-899.1143538961363j,17.34979393276338-1466.7275308896094j,23.47741396516733-1354.0358091465548j,13.012479045688497-1203.1135314358125j,24.38718951062711-1324.4908510843318j,33.74827718658546-1571.9475082479512j,10.863902226548058-735.2240555474964j,7.434477215258279-691.0427312911942j,27.67061418405219-1539.765738354759j,11.608088448260583-1157.1223480128199j,10.377209138039376-1015.0457348288242j,12.543974847026773-697.2851259512048j,11.36139635617247-866.6396524343048j,48.9503769309456-997.3689948046314j,60.67696622210032-711.0612964821084j,76.69225665465052-1359.375640175106j,9.34239383816383-634.9880473163073j,13.30124403674783-818.5618353783915j,10.98469662285739-937.4077704201728j,28.47262250377912-1022.3387443466723j,73.4355692100315-853.9612141318307j,29.283293762849173-889.0385978875677j,30.029647391188057-1548.715245038286j,155.2248440821501-1099.24266309683j
2.6839464882943144E9,7.879286826262874-780.4212353039572j,50.80827071595559-1292.763177081479j,19.497008078157524-929.8868049585711j,891.0090486040615-1483.9514583839054j,91.29692439767709-1515.9392519635446j,15.164164046217893-971.2725574343747j,8.882658436778017-799.2350181956077j,32.06409148804402-1419.8486694793132j,14.28266313473675-1105.348544468394j,15.990199140369102-1257.6472473464917j,30.833158156229917-1102.0668986359983j,38.36541581182677-970.388469055455j,15.462255621246795-1322.0497975786589j,34.41216113331831-1554.6073637181762j,113.36366871110761-1517.3158711937651j,25.97498483734973-1071.8089829731239j,7.258994370797186-776.8629723855604j,15.171707126750752-1082.5796338387104j,12.173365535852824-934.9211734502206j,27.930281100141908-1452.765626350062j,12.131726686998714-1192.650630112628j,17.94953304111531-1183.118716467385j,11.456203093525444-763.1656506100708j,40.928994578246716-1278.300654514373j,36.93057117398543-1042.604841579368j,26.145027830649152-732.5773288811672j,9.618914081896083-909.0639930963993j,20.244254858425375-1420.9717630598777j,36.98185006478758-1380.329563521724j,11.927986805000826-1204.8716736636366j,34.13410071348746-1273.027417795357j,54.79336318293721-1466.572006059396j,8.969068649706056-740.3491955962438j,8.305773788376614-676.8431725372335j,24.240576201835577-1488.0837573780673j,15.270523933186036-1131.7982346734393j,10.72484454892298-1022.9472083585443j,6.169579757210606-678.7427690126285j,22.683355367819093-948.5516833105373j,19.844898707403296-914.8199888349445j,91.94123730650337-2014.0745997097008j,14.764273118879103-1330.6872151649982j,6.503144318123923-640.398819566626j,10.955337778463168-791.319404025941j,30.414008738386713-905.7519852313972j,34.53739003585683-1104.2504905882297j,10.248207229009706-913.0447733353138j,24.21752032526583-904.3058648224145j,23.274901620284048-1536.6020955233012j,55.238224502940746-1209.013165843841j
2.70066889632107E9,7.8383721128072015-781.7581265789411j,24.80851598068543-1402.278266922728j,18.081889303905506-916.9941823441503j,17.082634271923073-929.663056795126j,20.175068538473585-1452.8139317224077j,86.55482581886916-953.6848621170176j,16.83411014316422-784.833217075438j,91.2728340939528-1374.3756629813893j,10.913272330437213-1090.0303603915088j,11.191208834128366-1233.8281540317255j,17.565901058321174-1085.2093408871024j,28.464298239564695-789.406617099668j,96.78913506954522-1232.1924182413188j,24.271846643259543-1497.1751558015642j,16.621772443407306-1475.7544759428313j,16.46949454507812-1087.8582953955558j,8.110794043230076-760.7483570020324j,72.773505710487-1113.8398831648162j,8.973529905182668-899.8797566335235j,374.095997168622-1485.5182820384352j,11.59014800943497-1163.1534527459398j,10.761969152830742-1163.675736204799j,11.45119914201036-734.2222275421035j,17.740354081089894-1310.3473134173016j,16.564149294833094-1181.320512577861j,558.619405031401-678.5993120602894j,13.073933885809142-893.0773957701774j,16.746086775288795-1368.116920415175j,22.378406251152796-1309.5065723282428j,15.780085431682496-1189.9517566681852j,54.89748041520152-1415.2556383460094j,16.674498239074563-1449.8565352873818j,14.056746060372694-709.4353869091398j,6.278662727914258-679.1519091898554j,40.26193163857578-1408.2007561470373j,31.869954789463108-1097.443362235657j,9.30193629308736-1001.3663801583101j,9.796579949529743-663.27395982327j,8.46254426827447-901.3539052295871j,362.77338514881455-670.4393972296297j,20.278147741053957-1450.6442022759368j,125.24178043437777-1417.5864727973637j,7.206810218665743-630.39307955239j,18.45102685761878-735.853873112151j,19.270574697155602-972.3172642046452j,238.13076687156902-1513.6147077009443j,10.293098763727789-885.7384581437462j,8.660902511053424-867.3507981845005j,40.92642473031989-1486.6374767863938j,42.89971616304875-1241.218172412898j
2.717391304347826E9,7.299628816691223-771.2198955862353j,18.412698836354096-1384.8259362426395j,36.9723140285709-891.7021287903915j,42.766847791880714-1086.7684475939516j,14.643161335606967-1418.3448083420565j,22.650227792892032-964.4243580628323j,7.394895277706253-786.890483550833j,16.394797377668734-1392.144941994482j,9.923678907406726-1082.417303837252j,17.37754870326852-1210.2136077621833j,16.35823502005338-1077.5686588104925j,108.49032897818886-1535.155607867731j,14.080915702223793-1317.723352831625j,88.69701393702846-1442.540051775768j,113.41126744019664-1490.4310898322176j,14.049420101428302-1096.5247859732428j,8.271177289513906-766.5278217807277j,17.305730197681264-1099.5295614650759j,15.90052021573429-910.841853803226j,30.181358332532675-1380.7415554208621j,15.320086723085403-1168.4327743262177j,10.586572271225263-1149.3167869670276j,13.026696168921584-741.7653810589309j,14.16459262936344-1268.3149832221923j,17.97425643112949-1144.151954991179j,47.4425335120661-719.8066391280252j,41.172816714050676-907.6535424969658j,27.788573163359217-1448.5622087108097j,44.7001857977492-1267.8453480446856j,10.87691498455264-1174.4362709128307j,44.04958433729006-1331.170101053437j,45.9064037395448-1347.7515644883983j,6.881346223900013-710.3669795212603j,6.2074265781499705-670.5168989343211j,18.25048719901009-1423.4449444782142j,27.2725018569218-1129.3461785831485j,10.463707070977067-995.5208769274519j,7.57013269839494-664.4902945762544j,12.953031869040098-880.631796195754j,15.138417992449124-1024.2000118946105j,24.086248947545215-1299.6907336610982j,18.26606628733428-1307.2156177752695j,5.63914055051642-621.8452967472587j,63.214013675836995-613.6433935676047j,16.161695609835398-960.913570203652j,64.38353682664622-1058.6536152321653j,14.6291199724556-846.7316001420678j,12.272612105186916-842.8437029995297j,14.587567784753688-1482.7794759492303j,50.22978561297551-1088.4474555989502j
2.734113712374582E9,7.013733337058565-767.7053666404762j,13.981701040383566-1352.254682538013j,124.64691857416987-940.96547342454j,39.00587903017609-1097.6135296510142j,33.2384149408264-1391.6739780857063j,51.75970330824847-1018.2045321973374j,7.302641602086089-777.7838350865635j,13.385438126555979-1379.0714267388512j,13.047157219829442-1073.5428299959055j,25.10693162311723-1196.4752164182885j,27.348586131031727-1090.104178662691j,38.82967281571813-1267.2041510076078j,19.15380348233633-1304.4253996418702j,90.8555712687843-1432.902711142445j,39.339808636152306-1465.257064474686j,25.33878021044466-1094.0605052288595j,13.786517941560254-743.6730698829152j,17.00937203793527-1061.158931559947j,28.379361160430037-930.2332243102212j,21.146672928492322-1368.8816720752714j,15.138928025646763-1159.3637286623846j,15.350688352977626-1137.6352153028058j,7.591450138663356-730.6342396527581j,24.14198168161-1268.454210780586j,14.44961824006594-1126.3220175267904j,20.569810360115724-746.0668747735451j,9.828387872979782-898.7699345571789j,21.31551085984991-1372.8019559878323j,12.860808837673687-1289.7467633402707j,11.010860809253943-1167.0168791607384j,18.030679228941253-1271.402453133094j,23.904027039086703-1430.1322547039713j,6.70350308736826-705.0735102348387j,16.238438262216395-672.6865216672859j,16.652961618997196-1436.678307327215j,54.78178118020917-1109.882727311369j,26.940995201048253-973.3511113634352j,8.140506132358183-660.6593598695439j,26.81346562916002-846.309850008092j,42.68955103184262-932.9661511353004j,20.093865527767516-1296.7754949386651j,28.26275471021628-1258.632026327453j,5.8789776058623655-617.9584255841186j,13.818786261873987-749.3230995636253j,12.213984167750825-930.7927013797282j,14.862704787015373-1106.9311281907048j,10.96753341612359-887.3817470828085j,9.952025873608587-816.5426072766578j,16.320186266214595-1460.3186306115583j,3355.8018669532375-1639.1310673236803j
2.7508361204013376E9,7.361443429402149-765.5572594828114j,23.186223021329535-1331.6243026182478j,79.14480090678812-865.6654619259641j,39.33239869840152-928.7160242514354j,24.31638765517469-1368.7748298473944j,10.956521141660362-970.6638479888636j,43.97506408804701-781.4329721599368j,31.52141781984805-1362.5760277532484j,10.919276718017692-1065.4816984669217j,18.4747499793439-1196.390298377455j,11.139499955632942-1088.0871128187148j,480.93212986258476-1427.6008523461023j,12.00514627603523-1279.4720413558405j,29.75024073468005-1475.2315631223607j,13.685626139946068-1432.0710959690678j,13.425080512059681-1073.75461752919j,7.715193307888568-745.328056590243j,39.33001285177976-1028.511359453143j,11.14225199194178-895.4692571746266j,16.89701259790084-1392.1343190768994j,66.84067565193776-1147.2259717996276j,19.479180671907294-1125.3839891066227j,7.628300056016185-724.9086715708834j,12.532819198884043-1270.7153089530989j,107.83999386114567-1190.491304021253j,7.513489820411751-687.4439717539439j,8.96068518445437-877.03853832353j,167.34614001511903-1452.7490776940128j,38.42074798981883-1276.2785789698632j,17.704335455679782-1138.018224724466j,31.05957320204938-1240.6491346913833j,91.6738499104365-1276.7728309002332j,11.284706206148869-701.0911114147007j,6.2169892597582495-661.877431561863j,14.064825993907506-1405.047202953371j,10.690532983339594-1122.7759117031715j,9.59711249224543-970.1448725559933j,7.213116944412004-659.6634825241484j,33.379565790037134-899.2537106780093j,16.76997251687855-985.0796257827141j,14.598558645466115-1251.8642171835768j,12.250277104857734-1270.6613830991616j,5.997157758450277-608.1148389676339j,19.837441059332836-755.1893960303674j,20.98630572631775-903.5148075868368j,14.348165808963039-1053.4197312494703j,29.86961979686609-849.1886501640182j,74.96065406501185-964.4799986691784j,14.390972721949986-1446.6672598121497j,42.52079585875087-1388.8137414734547j
2.7675585284280934E9,7.108398303307457-756.4662561227503j,33.56637833720895-1361.2931794971976j,8.565742319282615-884.0287618351408j,22.225593318639863-1034.3125845778322j,15.267830712853877-1373.5060223066514j,11.437607411065034-956.2923614867j,7.449317360359705-767.5266309486931j,14.665160442891722-1343.2777720771628j,9.72517417339825-1054.4660891437716j,20.21263247058293-1153.63396691835j,10.353519012221675-1065.627572733458j,114.93603951921077-1164.5426298729265j,17.244660593423955-1276.9530317391338j,20.944376587505595-1445.4195216330509j,27.604066236261005-1431.2814308436293j,12.696671999177324-1078.776799023666j,7.952824238933851-738.0110358031487j,11.084027814150105-1062.4165476014007j,163.40255064710215-968.8734603702032j,13.480529945334121-1346.6212298967869j,17.919316228664737-1131.1439446020402j,15.439145286212145-1112.3513188026675j,7.002529490985665-719.5730909311322j,12.211993568547326-1245.7152063700623j,12.532380512086272-1115.2953738089495j,71.67536212572453-606.0288383392099j,29.614621387189906-854.705642626945j,38.725273516133065-1423.64349916712j,19.3672142351878-1235.9574931701602j,12.743008990583741-1155.0766784584816j,13.753418395828307-1253.5009704448773j,31.280590629339137-1393.0795795160673j,37.309816706678454-686.5845332100843j,5.974953150497987-657.1115778171253j,24.487695513342125-1381.5455767352796j,12.996680784296428-1106.0628736823187j,10.253799284903302-974.643249933654j,7.161061366495838-653.4396773238836j,23.56175156418729-897.2251092227132j,12.561997317993713-958.5690077524628j,16.96877963667414-1245.8310420699638j,13.85262209202504-1267.5415684949241j,6.291778868250101-614.1484011593047j,8.419314775634769-747.3016835763834j,23.348893151180707-913.7906049249682j,29.69752693245521-1083.9988796064995j,9.03260279653005-878.518579634122j,21.408487134278538-889.5115801000982j,18.324685668082623-1418.5715482527407j,88.41124863314401-1290.2346915403245j
2.7842809364548492E9,13.330115489568112-746.2379731748679j,17.633698486115357-1300.3534698773647j,9.855296157360963-881.5936733994084j,23.818302095887297-986.9452546332307j,19.04633431816562-1358.420920660971j,46.18110895710724-961.5418730158789j,7.493665607455397-760.7434946715499j,19.363073696277006-1333.712633709026j,10.281972955792424-1049.3568463003971j,11.449954041250383-1175.2435486430313j,9.998283314361933-1050.8665579014441j,133.78575264673216-1096.2738945622737j,21.099558358142193-1247.8070544354184j,21.953764500143823-1421.7002388894878j,25.018056105466012-1376.1614372873155j,16.253568622894917-1049.6392198670644j,11.042240904875024-722.8048119064698j,19.707499555223375-1059.809459330769j,75.16402599594156-647.7370665420427j,15.028521436288388-1318.6165683798847j,13.486135457191207-1116.7765597767395j,24.56483136015364-1110.6785903935197j,25.900210636422283-705.0621466403761j,17.66301392472889-1221.480826818121j,17.78971322159125-1119.9756052639248j,9.229529637778262-682.3073536348871j,25.056561025738798-828.9438229504769j,17.98055815187908-1340.7653204763487j,26.558641729451246-1245.2954005562322j,12.18526053563056-1145.8404102476602j,13.386856379212603-1231.1342971396643j,27.742050335726326-1386.8398593009626j,14.037680014523874-681.2002583703423j,31.186139386623964-641.4471454857495j,68.1924717159152-1313.6914854319955j,13.932628908388763-1101.2202368219832j,9.328588738720345-956.0821785415329j,9.105093308776913-644.36376493469j,167.27797792037143-718.82111888357j,11.290022563587147-919.431175591397j,13.682043491081401-1199.1990733767093j,12.279177303070993-1233.9889583882516j,6.178846480952033-600.7323725460642j,10.389895094392248-752.088207410415j,10.989635155869975-921.9922266897565j,42.024846578173225-1052.9195876126873j,8.864319578138565-864.1416126764803j,41.20224686454429-906.4343768566106j,18.127417657216554-1403.4431002263013j,44.82912227103853-1339.17422288338j
2.8010033444816055E9,7.199929051089516-744.5465160271195j,13.919754417840839-1300.6690168592952j,14.603158670864595-869.581557222421j,18.867415468534123-955.8542897668164j,12.093940177861-1331.5716835625242j,16.791418680989437-930.1551100252425j,8.288579118742902-752.6903242634858j,16.178974459477843-1321.4796541464993j,9.270015254905928-1035.9367189585523j,21.03645537391596-1137.8001381398783j,21.981427859078767-1038.2116303339392j,18.49715842782113-1142.3836704580424j,11.194602628100778-1244.9128256741749j,41.03192282298253-1451.9215516473419j,46.19320834505015-1421.7965367946674j,20.767366308706233-1052.7614475409118j,7.210914944642933-736.8060677649627j,9.745675222111633-1024.9633726382542j,119.20451445712672-1058.6426866895233j,18.743313920708164-1298.4913640279321j,10.782134292354092-1109.0524788937068j,12.852098855770285-1114.3419298114493j,7.090035264813538-707.3760858080482j,13.99415563922452-1223.585203625733j,11.010694465874238-1087.3659797574087j,8.866058115922621-686.4980687558932j,19.8204799916488-840.8017440430518j,20.55241497123924-1309.328689728332j,26.04436496766636-1144.9022206970544j,10.384126045032586-1134.1585425792077j,34.041514164361395-1243.5411041663979j,24.7325319898261-1324.7172410580324j,40.818880408527136-736.9978338648523j,6.021434709649331-648.7089701826048j,20.006975702367235-1372.2749176193315j,40.77725080415474-1085.021124251756j,19.87206042549241-948.0122607916682j,14.903695410827718-646.5925502163835j,86.60482276213784-773.8478830120446j,40.10078808324228-1005.9691646225413j,29.407463476251124-1182.5425373793485j,12.562473877417862-1219.3237682364945j,6.546988773151906-598.8998751860823j,12.661070838304864-719.0605851807225j,18.210662960303367-889.5693855441222j,119.08391291886291-1010.994503176742j,10.014164555425976-838.4818344142582j,41.855327662264706-927.9404933321663j,15.515981414131218-1391.4402639547159j,64.50047946522096-1418.9313093620492j
2.8177257525083613E9,6.570297981607022-739.412679919188j,29.958515319551424-1331.5361319424126j,14.943864449002401-871.650451643124j,185.0374918402454-979.5639734076891j,15.780593481884317-1305.5696773863035j,31.315305538852915-920.1137929221408j,6.6572523503000856-750.0229209824803j,14.357705769074304-1290.982975472843j,9.095533802141437-1031.1712897642306j,13.800499452223432-1150.8471221933964j,11.718269339430558-1031.494379015077j,28.268858551916097-1002.9171107651804j,11.210519929048466-1231.3678831183506j,23.843024214089464-1365.5219688499358j,106.74044919780695-1367.0521046259717j,37.722021330157-1010.4396226170817j,29.38523718199683-730.238776437718j,9.539232273960513-1020.3974508048286j,65.64770951772503-1024.132221383485j,17.500190749598538-1302.6779289894132j,61.58962768045922-1179.8767247804522j,11.170538368987192-1096.0747612281923j,7.0050471407200865-696.6106131412412j,12.923417544891892-1200.3496332360005j,13.00079112614222-1097.3214344346468j,28.609490676492463-667.4950766997906j,9.100360120156264-870.7821540002677j,16.89749836812313-1280.227585156324j,398.5643656533892-1086.160472531437j,10.189910152889434-1120.0871925029046j,12.618919412987816-1207.179492835398j,17.92673457835749-1361.438800496526j,8.169581543741545-694.773161742573j,5.717712678665647-641.624036618842j,17.439986691078577-1289.2985284829845j,14.317668384564573-1084.6042947882956j,11.919773945277326-937.1176875278782j,5.87914970230219-637.7340365826695j,18.251290770758835-914.0926963118101j,15.504228939668524-928.9851980317643j,46.00980335846686-1193.7627412215609j,39.121234708223504-1224.3705018246862j,6.395612220752701-593.6744152430043j,6.951021683578621-723.4167673183092j,20.992952907994194-922.6223963164927j,53.3879968630417-1117.198718903866j,115.10084980509293-867.807641928033j,11.247171904185494-841.3094802886446j,39.6063042971307-1385.547226342165j,35.95089324761702-1310.8261760037872j
2.834448160535117E9,6.685597769134647-731.1338901285224j,21.821407780082883-1267.7295009244572j,8.367539624068801-853.9920880924683j,15.310667162246899-1015.9266092862067j,23.64691238449974-1303.572926158311j,44.27505293721897-936.3442063919156j,6.883220912683642-741.5424843038014j,16.099744193789117-1286.5947933840368j,9.304260520975332-1018.6945275062939j,36.10629256528364-1122.1455557860027j,15.752922362134946-1013.7730441391042j,203.4096756267461-917.0493498981759j,12.135517961788032-1220.261471999877j,32.07836446766677-1350.495014686565j,28.729481633210412-1341.5615782418424j,13.57442286304566-1041.5790172838042j,6.986174810809655-724.4984295141395j,9.270095957017501-1008.9883598199118j,29.90389897780312-939.6294912338232j,15.503616062390071-1253.0861473887253j,34.38997317339122-1093.6922203020417j,9.852932607333795-1080.9292414709034j,25.29917809256422-709.6349283694987j,77.94695134486832-1187.2758752683471j,11.216615238973825-1066.0644736841316j,24.113556759783567-655.6275817361022j,9.42085615528223-832.12159583872j,29.88213536360934-1197.8211269571407j,396.32878084930206-1308.3740589127724j,13.3078691210626-1109.0647959991509j,20.000796354210504-1211.271764921738j,16.517117492220937-1313.3854630497397j,47.92895222520038-642.7212217820353j,5.745757544384853-635.5972335620951j,103.72971213901563-1205.8005968112673j,10.713833016982974-1068.8420141907466j,13.659740930848498-929.7565553336442j,6.54400341742475-629.7517335804836j,34.44118039636448-875.6927573612508j,8.817031887810955-902.0212994321712j,45.8939550863275-1133.328187089663j,18.232458653121817-1188.8714116316594j,6.92776241773685-583.6362162516093j,10.700866639711885-708.7905001576553j,19.209131571324914-910.7028652424249j,25.38094984799295-964.4327419681392j,29.912360654751655-857.3361746177286j,27.91483648777938-818.844611889219j,14.921645708112042-1340.8017679179602j,46.647681917354454-1280.596796860292j
2.851170568561873E9,6.85695185752328-727.8055651342514j,35.9349177187298-1247.7639753778512j,9.235427964506053-852.0069710391907j,111.43078429808523-1017.2563991758566j,15.759143010264935-1268.6684591768258j,8.667317330578374-910.0367993837648j,7.494901379052885-736.0633968217605j,13.00028977162129-1253.5615083912253j,9.07042521470815-1013.0225871309791j,124.06435607643058-1119.8537274137004j,9.670023818425696-1015.9268040112288j,25.45415152644747-1073.6031884291497j,13.349515357435283-1208.9869262415084j,25.319857491498595-1340.8464857683625j,55.578337134283785-1322.0055470269076j,27.37105960017705-1016.2195530679459j,10.372842727593856-700.7096742958109j,17.020896028047904-995.604910726675j,486.1289706628946-245.59294206639646j,20.87695015901254-1232.4110577028953j,14.539823379423476-1095.6356772737777j,12.415824835428637-1072.374075856845j,7.522457555055394-683.6902952781646j,12.820833040623635-1173.3318676021263j,16.521188621933888-1075.4829239393068j,11.248532903390766-637.8647270118763j,38.563727892347984-829.2168357981071j,122.5159303198834-1247.9378702269128j,405.33268965602406-1189.0861929909643j,17.59685274982868-1111.868666599985j,10.8532155801461-1173.4824617727224j,26.273298443668697-1305.5962255865045j,10.934084573161046-675.3071863443532j,5.821201212910447-629.9712978669353j,34.92451958434431-1197.2380187744748j,10.686514179435914-1060.8803846635615j,8.537540689767487-921.5687380938601j,5.716047453706405-629.7787524557292j,9.565600042104387-862.4467806166889j,8.762225562834319-898.3269731649194j,205.21765835595275-1139.7595447341894j,17.35910121087827-1172.9613559377974j,17.59764694219064-574.4025765055047j,10.12042160727978-699.1759762299639j,10.08489775488849-889.266518610172j,22.18885271812888-1112.4607478426967j,13.068703218362675-823.3036707540047j,10.009172145429687-835.5905172836387j,44.998730691419446-1269.9700769476744j,36.22626375303736-1315.0183014094803j
